index,peoplepower21_url,name,experience,블로그,트위터,페이스북,party,소속위원회,지역,성별,대수,당선횟수,당선방법,MEMBER_NO
전주혜+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1164,전주혜,"서울중앙지방법원 부장판사,한국여성변호사회 부회장",https://blog.naver.com/jhjoy827,,,국민의힘,법제사법위원회,비례대표,여,제21대,초선,비례대표,2100000000236
정경희+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1156,정경희,"국사편찬위원,영산대학교 교수",,,,국민의힘,교육위원회,비례대표,여,제21대,초선,비례대표,2100000000239
정운천+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1014,정운천,"농림수산식품부 장관,미래한국당 최고위원",https://blog.naver.com/jeonjujeong,gbs2008,https://www.facebook.com/gbs2008,국민의힘,기획재정위원회,비례대표,남,제21대,재선,비례대표,2100000000242
정필모+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1175,정필모,"KBS 부사장,KBS 경제전망대 및 미디어인사이드 앵커",http://blog.naver.com/pmjung58,,,더불어민주당,과학기술정보방송통신위원회,비례대표,남,제21대,초선,비례대표,2100000000251
조명희+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1158,조명희,"국가과학기술위원회 위원,경북대학교 항공위성시스템학과 교수",https://blog.naver.com/mhjo7312,,https://www.facebook.com/mhjo7312,국민의힘,국방위원회,비례대표,여,제21대,초선,비례대표,2100000000254
조수진+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1154,조수진,"동아일보 논설위원,동아일보 부장",https://blog.naver.com/assembly2020,,https://www.facebook.com/chosujin2020,국민의힘,법제사법위원회,비례대표,여,제21대,초선,비례대표,2100000000255
조정훈+시대전환,https://watch.peoplepower21.org/?mid=Member&member_seq=1173,조정훈,"세계은행 우즈베키스탄 사무소 대표,대통령직속 북방경제협력위원회 위원",,,https://www.facebook.com/junghun.cho.988,시대전환,산업통상자원중소벤처기업위원회,비례대표,남,제21대,초선,비례대표,2100000000260
조태용+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1155,조태용,"외교부 1차관,국가안보실 1차장",https://blog.naver.com/ty709ho,,https://www.facebook.com/tycho829,국민의힘,외교통일위원회,비례대표,남,제21대,초선,비례대표,2100000000261
지성호+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1161,지성호,"NAUH(나우) 대표이사,2018 미국무부 초청 차세대지도자과정 IVLP 수료",,,,국민의힘,외교통일위원회,비례대표,남,제21대,초선,비례대표,2100000000265
최강욱+열린민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1191,최강욱,"대통령비서실 공직기강 비서관,방송문화진흥회 이사",,,https://www.facebook.com/choe420,열린민주당,법제사법위원회,비례대표,남,제21대,초선,비례대표,2100000000269
최승재+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1163,최승재,"소상공인 연합회 회장,전국소상공인살리기운동본부 대표",https://blog.naver.com/joynet1234,,https://www.facebook.com/choisj2284,국민의힘,산업통상자원중소벤처기업위원회,비례대표,남,제21대,초선,비례대표,2100000000271
최연숙+국민의당,https://watch.peoplepower21.org/?mid=Member&member_seq=1190,최연숙,"(사)대한간호협회 대구광역시병원간호사회 회장,계명대학교 동산병원 간호부원장",https://blog.naver.com/cysook915,,,국민의당,보건복지위원회,비례대표,여,제21대,초선,비례대표,2100000000272
최혜영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1178,최혜영,"강동대학교 사회복지행정과 교수,한국장애인식개선교육센터이사장",https://blog.naver.com/chy-647,,,더불어민주당,보건복지위원회,비례대표,여,제21대,초선,비례대표,2100000000277
한무경+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1152,한무경,"한국여성경제인협회장,효림그룹 회장",,,,국민의힘,산업통상자원중소벤처기업위원회,비례대표,여,제21대,초선,비례대표,2100000000283
허은아+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1167,허은아,"한국이미지전략연구소 소장,경일대학교 교수",https://blog.naver.com/eunaher21,yerago,https://www.facebook.com/hereuna,국민의힘,과학기술정보방송통신위원회,비례대표,여,제21대,초선,비례대표,2100000000288
